     0.000     0.000     1.000     1.000     1.000     1.000    1002     0.000     9.000         .         .         .     0.000     1.000     0.000     2.000
     1.000     1.000     0.000     0.000     0.000     0.000    2701     0.000    16.000   102.000   110.000     7.000     0.963     0.000     0.037     1.000
     1.000     1.000     1.000     0.000     0.000     0.000    5002     1.000    12.000   107.000   110.000         .     0.959     0.000     0.041     1.000
     1.000     1.000     1.000     0.000     1.000     0.000    5803     1.000    17.000   112.000   114.000         .     0.963     0.003     0.034     1.000
     1.000     0.000     0.000     0.000     0.000     0.000    9503     1.000    12.000   121.000   118.000     7.000     0.000     0.001     0.999     3.000
     1.000     1.000     0.000     0.000     0.000     0.000   12401     0.000    15.000   113.000   103.000     5.000     0.963     0.000     0.037     1.000
     1.000     1.000     1.000     0.000     1.000     0.000   13701     1.000    16.000   126.000   113.000     8.000     0.963     0.003     0.034     1.000
     0.000     0.000     1.000     0.000     1.000     0.000   14302     1.000    12.000         .         .     3.000     0.000     0.116     0.884     3.000
     1.000     1.000     1.000     1.000     1.000     0.000   15802     1.000    16.000    93.000   108.000         .     0.885     0.046     0.068     1.000
     1.000     1.000     1.000     1.000     1.000     1.000   16501     0.000    12.000   102.000   116.000     4.000     0.582     0.418     0.000     1.000
     1.000     1.000     1.000     0.000     1.000     0.000   23601     1.000    13.000   125.000   114.000     7.000     0.963     0.003     0.034     1.000
     1.000     1.000     1.000     0.000     1.000     0.000   29302     1.000    13.000   103.000   116.000         .     0.963     0.003     0.034     1.000
     1.000     1.000     1.000     1.000     0.000     0.000   31405     0.000    12.000         .         .     4.000     0.912     0.002     0.086     1.000
     1.000     1.000     0.000     0.000     1.000     0.000   32201     1.000    12.000         .         .     6.000     0.969     0.001     0.030     1.000
     0.000     0.000     1.000     1.000     1.000     0.000   33302     1.000    12.000    97.000    93.000     5.000     0.000     0.490     0.510     3.000
     1.000     0.000     0.000     1.000     1.000     0.000   34003     0.000    12.000    99.000    97.000     1.000     0.000     0.207     0.793     3.000
     1.000     1.000     0.000     0.000     1.000     1.000   34501     0.000    16.000         .         .         .     0.986     0.014     0.000     1.000
     1.000     1.000     0.000     1.000     1.000     0.000   40102     0.000     8.000    89.000   101.000     5.000     0.922     0.016     0.063     1.000
     0.000     0.000     0.000     0.000     1.000     0.000   41801     1.000    13.000   110.000   107.000     7.000     0.000     0.046     0.954     3.000
     1.000     1.000     1.000     0.000     1.000     0.000   49402     1.000    14.000   113.000   103.000         .     0.963     0.003     0.034     1.000
     0.000     1.000     1.000     1.000     0.000     0.000   49502     0.000    12.000    99.000   109.000     6.000     0.198     0.022     0.781     3.000
     0.000     0.000     1.000     1.000     1.000     0.000   51502     1.000    16.000         .         .         .     0.000     0.490     0.510     3.000
     1.000     1.000     0.000     1.000     0.000     0.000   55701     1.000    17.000   107.000   105.000     5.000     0.922     0.001     0.077     1.000
     1.000     1.000     0.000     0.000     1.000     0.000   57401     0.000    17.000         .         .         .     0.969     0.001     0.030     1.000
     1.000     1.000     1.000     0.000     1.000     0.000   57901     0.000    12.000   116.000   110.000     5.000     0.963     0.003     0.034     1.000
     0.000     0.000     1.000     1.000     1.000     0.000   61502     1.000    10.000    91.000   110.000     6.000     0.000     0.490     0.510     3.000
     1.000     1.000     1.000     0.000     1.000     0.000   61906     0.000    10.000    96.000    93.000         .     0.963     0.003     0.034     1.000
     0.000     0.000     1.000     1.000     1.000     1.000   64201     0.000    12.000    94.000    77.000         .     0.000     1.000     0.000     2.000
     1.000     1.000     1.000     0.000     1.000     0.000   66001     0.000    14.000   123.000   107.000         .     0.963     0.003     0.034     1.000
     1.000     1.000     0.000     0.000     1.000     0.000   66401     0.000    17.000   125.000   120.000     6.000     0.969     0.001     0.030     1.000
     1.000     0.000     1.000     1.000     0.000     0.000   66802     1.000    12.000         .         .         .     0.000     0.022     0.978     3.000
     0.000     0.000     0.000     1.000     1.000     0.000   71302     0.000    12.000   104.000   118.000     2.000     0.000     0.260     0.740     3.000
     1.000     1.000     0.000     0.000     1.000     0.000   72402     1.000    14.000   111.000   118.000     8.000     0.969     0.001     0.030     1.000
     1.000     1.000     1.000     0.000     1.000     0.000   76404     1.000    12.000   116.000   107.000     7.000     0.963     0.003     0.034     1.000
     1.000     1.000     0.000     0.000     0.000     0.000   77901     0.000    14.000   110.000   118.000     2.000     0.963     0.000     0.037     1.000
     1.000     1.000     0.000     0.000     0.000     0.000   82901     0.000    18.000    94.000   116.000     6.000     0.963     0.000     0.037     1.000
     0.000     0.000     1.000     1.000     1.000     0.000   83402     0.000    12.000   100.000    87.000     1.000     0.000     0.490     0.510     3.000
     1.000     1.000     1.000     1.000     0.000     0.000   83602     1.000     8.000   114.000   103.000     7.000     0.912     0.002     0.086     1.000
     1.000     0.000     1.000     1.000     1.000     0.000   90001     1.000    15.000   107.000   109.000     1.000     0.000     0.417     0.583     3.000
     0.000     0.000     1.000     0.000     1.000     0.000   93503     1.000    12.000   100.000   111.000     8.000     0.000     0.116     0.884     3.000
     1.000     1.000     1.000     0.000     1.000     1.000   94201     1.000    12.000   120.000   112.000     1.000     0.957     0.043     0.000     1.000
     1.000     1.000     1.000     0.000     1.000     0.000  100504     0.000    10.000   105.000   106.000         .     0.963     0.003     0.034     1.000
     0.000     0.000     1.000     0.000     1.000     0.000  103901     1.000    15.000   105.000   110.000     5.000     0.000     0.116     0.884     3.000
     1.000     1.000     1.000     0.000     0.000     0.000  106502     1.000    12.000   105.000   103.000     5.000     0.959     0.000     0.041     1.000
     1.000     1.000     1.000     0.000     1.000     0.000  110102     0.000    19.000         .         .         .     0.963     0.003     0.034     1.000
     1.000     1.000     1.000     0.000     1.000     0.000  111601     1.000    14.000   112.000   116.000     5.000     0.963     0.003     0.034     1.000
     1.000     1.000     0.000     0.000     1.000     0.000  113202     0.000    12.000   107.000    77.000     5.000     0.969     0.001     0.030     1.000
     0.000     0.000     1.000     0.000     0.000     0.000  116002     0.000    14.000    65.000    65.000     1.000     0.000     0.004     0.996     3.000
     1.000     0.000     1.000     1.000     1.000     1.000  117701     1.000    16.000   128.000   113.000     5.000     0.000     1.000     0.000     2.000
     1.000     1.000     1.000     1.000     1.000     0.000  117902     1.000    12.000   107.000    87.000     5.000     0.885     0.046     0.068     1.000
     1.000     1.000     0.000     0.000     1.000     0.000  118102     1.000    13.000   119.000   104.000     8.000     0.969     0.001     0.030     1.000
     1.000     1.000     1.000     1.000     0.000     0.000  119902     1.000     9.000    65.000         .         .     0.912     0.002     0.086     1.000
     0.000     0.000     1.000     0.000     1.000     0.000  120001     1.000    14.000         .         .     4.000     0.000     0.116     0.884     3.000
     1.000     0.000     1.000     1.000     1.000     1.000  121004     0.000     8.000    91.000    93.000     7.000     0.000     1.000     0.000     2.000
     0.000     0.000     1.000     1.000     1.000     0.000  121604     0.000     9.000    97.000    92.000     6.000     0.000     0.490     0.510     3.000
     0.000     0.000     1.000     1.000     1.000     1.000  122002     1.000    12.000   103.000    86.000     3.000     0.000     1.000     0.000     2.000
     1.000     1.000     1.000     0.000     1.000     0.000  125803     0.000    14.000   128.000   121.000     7.000     0.963     0.003     0.034     1.000
     1.000     0.000     1.000     0.000     1.000     0.000  127903     1.000    15.000   110.000   102.000     7.000     0.000     0.089     0.911     3.000
     1.000     1.000     0.000     0.000     1.000     0.000  128601     1.000    15.000    92.000    90.000     2.000     0.969     0.001     0.030     1.000
     0.000     1.000     1.000     1.000     1.000     1.000  129501     1.000     9.000    80.000    92.000         .     0.024     0.976     0.000     2.000
     0.000     0.000     1.000     1.000     0.000     1.000  129602     1.000    12.000   102.000    69.000         .     0.000     1.000     0.000     2.000
     1.000     1.000     1.000     0.000     0.000     0.000  132402     0.000    15.000    77.000    81.000     7.000     0.959     0.000     0.041     1.000
     1.000     1.000     0.000     1.000     1.000     0.000  136001     0.000    12.000    83.000    82.000     7.000     0.922     0.016     0.063     1.000
     1.000     1.000     1.000     0.000     1.000     0.000  138901     0.000    16.000   104.000   114.000     6.000     0.963     0.003     0.034     1.000
     0.000     0.000     0.000     1.000     1.000     1.000  143502     1.000    12.000    92.000   101.000         .     0.000     1.000     0.000     2.000
     1.000     1.000     1.000     1.000     1.000     0.000  151702     0.000    12.000    75.000    92.000         .     0.885     0.046     0.068     1.000
     0.000     1.000     0.000     1.000     0.000     0.000  154904     1.000    12.000    90.000    85.000         .     0.221     0.008     0.771     3.000
     0.000     1.000     0.000     0.000     0.000     0.000  155301     0.000    12.000   118.000   116.000     5.000     0.386     0.001     0.614     3.000
     1.000     1.000     0.000     1.000     0.000     0.000  157102     0.000    12.000    87.000    92.000         .     0.922     0.001     0.077     1.000
     1.000     1.000     0.000     0.000     0.000     0.000  160502     0.000    12.000         .         .         .     0.963     0.000     0.037     1.000
     1.000     1.000     1.000     0.000     1.000     0.000  162902     1.000    12.000    94.000   113.000     8.000     0.963     0.003     0.034     1.000
     1.000     1.000     0.000     0.000     0.000     0.000  164002     1.000    12.000   113.000    93.000         .     0.963     0.000     0.037     1.000
